,Airline,Date,Source,Destination,Stops,Arrival_Time,Dep_Time,Duration,Add_info,Price
580,Air India,"Tue, 26 Oct 2021",Chennai,Mumbai,1 Stop,"12:50
+ 1 day",17:00,19h 50m,Free Meal,"9,719"
581,Air India,"Tue, 26 Oct 2021",Chennai,Mumbai,2 Stop(s),"18:15
+ 1 day",17:00,25h 15m,No Meal Fare,"9,719"
582,Air India,"Tue, 26 Oct 2021",Chennai,Mumbai,1 Stop,"21:15
+ 1 day",17:00,28h 15m,Free Meal,"9,719"
583,Air India,"Tue, 26 Oct 2021",Chennai,Mumbai,2 Stop(s),"21:35
+ 1 day",17:00,28h 35m,Free Meal,"9,719"
584,Vistara,"Tue, 26 Oct 2021",Chennai,Mumbai,1 Stop,"08:00
+ 1 day",21:05,10h 55m,Free Meal,"10,453"
585,Vistara,"Tue, 26 Oct 2021",Chennai,Mumbai,1 Stop,"11:10
+ 1 day",21:05,14h 05m,Free Meal,"10,453"
586,Vistara,"Tue, 26 Oct 2021",Chennai,Mumbai,1 Stop,"11:40
+ 1 day",21:05,14h 35m,Free Meal,"10,453"
587,Vistara,"Tue, 26 Oct 2021",Chennai,Mumbai,1 Stop,17:15,10:50,6h 25m,Free Meal,"10,621"
588,Vistara,"Tue, 26 Oct 2021",Chennai,Mumbai,1 Stop,23:50,17:25,6h 25m,Free Meal,"10,621"
589,Vistara,"Tue, 26 Oct 2021",Chennai,Mumbai,1 Stop,19:05,10:50,8h 15m,Free Meal,"10,621"
590,Vistara,"Tue, 26 Oct 2021",Chennai,Mumbai,1 Stop,20:05,10:50,9h 15m,Free Meal,"10,621"
591,Vistara,"Tue, 26 Oct 2021",Chennai,Mumbai,1 Stop,21:15,10:50,10h 25m,No Meal Fare,"10,621"
592,Vistara,"Tue, 26 Oct 2021",Chennai,Mumbai,1 Stop,22:00,10:50,11h 10m,Free Meal,"10,621"
593,Vistara,"Tue, 26 Oct 2021",Chennai,Mumbai,1 Stop,23:50,10:50,13h 00m,Free Meal,"10,621"
594,Vistara,"Tue, 26 Oct 2021",Chennai,Mumbai,1 Stop,"08:00
+ 1 day",17:25,14h 35m,Free Meal,"10,621"
595,Vistara,"Tue, 26 Oct 2021",Chennai,Mumbai,1 Stop,"12:30
+ 1 day",21:05,15h 25m,Free Meal,"10,621"
596,Air India,"Tue, 26 Oct 2021",Chennai,Mumbai,1 Stop,12:50,06:10,6h 40m,Free Meal,"10,643"
597,Air India,"Tue, 26 Oct 2021",Chennai,Mumbai,2 Stop(s),18:15,06:10,12h 05m,Free Meal,"10,643"
598,Air India,"Tue, 26 Oct 2021",Chennai,Mumbai,1 Stop,21:15,06:10,15h 05m,No Meal Fare,"10,643"
599,Air India,"Tue, 26 Oct 2021",Chennai,Mumbai,2 Stop(s),21:35,06:10,15h 25m,No Meal Fare,"10,643"
600,Air India,"Tue, 26 Oct 2021",Chennai,Mumbai,1 Stop,22:10,06:10,16h 00m,No Meal Fare,"10,643"
601,Air India,"Tue, 26 Oct 2021",Chennai,Mumbai,3 Stop(s),18:15,08:40,9h 35m,No Meal Fare,"11,409"
602,Air India,"Tue, 26 Oct 2021",Chennai,Mumbai,2 Stop(s),21:15,08:40,12h 35m,No Meal Fare,"11,409"
603,Air India,"Tue, 26 Oct 2021",Chennai,Mumbai,3 Stop(s),21:35,08:40,12h 55m,No Meal Fare,"11,409"
604,Air India,"Tue, 26 Oct 2021",Chennai,Mumbai,2 Stop(s),22:10,08:40,13h 30m,No Meal Fare,"11,409"
605,Air India,"Tue, 26 Oct 2021",Chennai,Mumbai,2 Stop(s),22:10,08:40,13h 30m,No Meal Fare,"11,409"
606,Air India,"Tue, 26 Oct 2021",Chennai,Mumbai,2 Stop(s),"09:05
+ 1 day",08:40,24h 25m,No Meal Fare,"11,409"
607,Air India,"Tue, 26 Oct 2021",Chennai,Mumbai,2 Stop(s),"09:05
+ 1 day",08:40,24h 25m,Free Meal,"11,409"
608,Air India,"Tue, 26 Oct 2021",Chennai,Mumbai,2 Stop(s),"09:05
+ 1 day",08:40,24h 25m,Free Meal,"11,409"
609,Air India,"Tue, 26 Oct 2021",Chennai,Mumbai,3 Stop(s),"09:05
+ 1 day",08:40,24h 25m,Free Meal,"11,409"
610,Air India,"Tue, 26 Oct 2021",Chennai,Mumbai,2 Stop(s),18:15,09:55,8h 20m,Free Meal,"11,567"
611,Air India,"Tue, 26 Oct 2021",Chennai,Mumbai,3 Stop(s),21:15,08:40,12h 35m,No Meal Fare,"12,186"
612,Air India,"Tue, 26 Oct 2021",Chennai,Mumbai,3 Stop(s),22:10,08:40,13h 30m,No Meal Fare,"12,186"
613,Vistara,"Tue, 26 Oct 2021",Chennai,Mumbai,1 Stop,14:55,07:05,7h 50m,No Meal Fare,"12,385"
614,IndiGo,"Tue, 26 Oct 2021",Chennai,Mumbai,1 Stop,14:10,06:05,8h 05m,No Meal Fare,"13,600"
615,Air India,"Tue, 26 Oct 2021",Chennai,Mumbai,2 Stop(s),"17:10
+ 1 day",17:00,24h 10m,Free Meal,"14,444"
616,Air India,"Tue, 26 Oct 2021",Chennai,Mumbai,2 Stop(s),"17:50
+ 1 day",17:00,24h 50m,No Meal Fare,"14,549"
617,Air India,"Tue, 26 Oct 2021",Chennai,Mumbai,3 Stop(s),"16:45
+ 1 day",08:40,32h 05m,Free Meal,"14,559"
618,Air India,"Tue, 26 Oct 2021",Chennai,Mumbai,4 Stop(s),"16:45
+ 1 day",08:40,32h 05m,No Meal Fare,"14,559"
619,Air India,"Tue, 26 Oct 2021",Chennai,Mumbai,2 Stop(s),"19:25
+ 1 day",17:00,26h 25m,No Meal Fare,"14,592"
620,Air India,"Tue, 26 Oct 2021",Chennai,Mumbai,1 Stop,19:45,07:00,12h 45m,No Meal Fare,"15,123"
621,Air India,"Tue, 26 Oct 2021",Chennai,Mumbai,2 Stop(s),"15:40
+ 1 day",17:00,22h 40m,No Meal Fare,"15,284"
622,Air India,"Tue, 26 Oct 2021",Chennai,Mumbai,2 Stop(s),15:50,06:10,9h 40m,No Meal Fare,"15,368"
623,Air India,"Tue, 26 Oct 2021",Chennai,Mumbai,2 Stop(s),"20:00
+ 1 day",09:55,34h 05m,Free Meal,"15,452"
624,Air India,"Tue, 26 Oct 2021",Chennai,Mumbai,2 Stop(s),19:25,06:10,13h 15m,--,"15,516"
625,Air India,"Tue, 26 Oct 2021",Chennai,Mumbai,2 Stop(s),15:40,06:10,9h 30m,--,"16,208"
626,Air India,"Tue, 26 Oct 2021",Chennai,Mumbai,2 Stop(s),17:10,06:10,11h 00m,--,"17,153"
627,Go First,"Thu, 28 Oct 2021",Lucknow,New Delhi,Non Stop,07:30,06:20,1h 10m,No Meal Fare,"4,312"
628,Go First,"Thu, 28 Oct 2021",Lucknow,New Delhi,Non Stop,08:10,07:00,1h 10m,No Meal Fare,"4,312"
629,Go First,"Thu, 28 Oct 2021",Lucknow,New Delhi,Non Stop,11:40,10:30,1h 10m,No Meal Fare,"4,312"
630,Go First,"Thu, 28 Oct 2021",Lucknow,New Delhi,Non Stop,20:25,19:15,1h 10m,No Meal Fare,"4,312"
631,Go First,"Thu, 28 Oct 2021",Lucknow,New Delhi,1 Stop,12:10,06:35,5h 35m,No Meal Fare,"4,312"
632,Go First,"Thu, 28 Oct 2021",Lucknow,New Delhi,1 Stop,21:25,13:35,7h 50m,No Meal Fare,"4,312"
633,Go First,"Thu, 28 Oct 2021",Lucknow,New Delhi,1 Stop,15:55,06:35,9h 20m,No Meal Fare,"4,312"
634,Go First,"Thu, 28 Oct 2021",Lucknow,New Delhi,1 Stop,22:55,13:35,9h 20m,No Meal Fare,"4,312"
635,Go First,"Thu, 28 Oct 2021",Lucknow,New Delhi,1 Stop,17:50,08:05,9h 45m,No Meal Fare,"4,312"
636,Go First,"Thu, 28 Oct 2021",Lucknow,New Delhi,1 Stop,23:50,13:35,10h 15m,No Meal Fare,"4,312"
637,Go First,"Thu, 28 Oct 2021",Lucknow,New Delhi,1 Stop,"00:20
+ 1 day",13:35,10h 45m,No Meal Fare,"4,312"
638,Go First,"Thu, 28 Oct 2021",Lucknow,New Delhi,1 Stop,17:50,06:35,11h 15m,No Meal Fare,"4,312"
639,Go First,"Thu, 28 Oct 2021",Lucknow,New Delhi,1 Stop,21:25,06:35,14h 50m,No Meal Fare,"4,312"
640,Go First,"Thu, 28 Oct 2021",Lucknow,New Delhi,1 Stop,23:55,08:50,15h 05m,Free Meal,"4,312"
641,Go First,"Thu, 28 Oct 2021",Lucknow,New Delhi,1 Stop,22:55,06:35,16h 20m,No Meal Fare,"4,312"
642,IndiGo,"Thu, 28 Oct 2021",Lucknow,New Delhi,Non Stop,21:30,20:20,1h 10m,--,"4,313"
643,IndiGo,"Thu, 28 Oct 2021",Lucknow,New Delhi,Non Stop,09:05,07:50,1h 15m,--,"4,313"
644,IndiGo,"Thu, 28 Oct 2021",Lucknow,New Delhi,Non Stop,19:30,18:15,1h 15m,--,"4,313"
645,IndiGo,"Thu, 28 Oct 2021",Lucknow,New Delhi,Non Stop,11:00,09:40,1h 20m,--,"4,313"
646,IndiGo,"Thu, 28 Oct 2021",Lucknow,New Delhi,Non Stop,15:15,13:55,1h 20m,--,"4,313"
647,IndiGo,"Thu, 28 Oct 2021",Lucknow,New Delhi,Non Stop,23:20,21:45,1h 35m,--,"4,313"
648,Vistara,"Thu, 28 Oct 2021",Lucknow,New Delhi,Non Stop,16:35,15:25,1h 10m,--,"4,314"
649,Air India,"Thu, 28 Oct 2021",Lucknow,New Delhi,Non Stop,21:35,20:15,1h 20m,--,"4,314"
650,Air India,"Thu, 28 Oct 2021",Lucknow,New Delhi,1 Stop,19:00,15:30,3h 30m,--,"6,362"
651,IndiGo,"Thu, 28 Oct 2021",Lucknow,New Delhi,1 Stop,20:40,16:35,4h 05m,--,"7,306"
652,Air Asia,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,"00:35
+ 1 day",19:25,5h 10m,No Meal Fare,"9,031"
653,Air Asia,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,14:05,07:35,6h 30m,No Meal Fare,"9,031"
654,Air Asia,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,"01:05
+ 1 day",17:30,7h 35m,No Meal Fare,"9,031"
655,Air Asia,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,22:35,14:25,8h 10m,No Meal Fare,"9,031"
656,Air Asia,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,"00:35
+ 1 day",14:25,10h 10m,No Meal Fare,"9,031"
657,Air Asia,"Thu, 28 Oct 2021",Kochi,New Delhi,2 Stop(s),"01:00
+ 1 day",14:25,10h 35m,No Meal Fare,"9,031"
658,Air Asia,"Thu, 28 Oct 2021",Kochi,New Delhi,2 Stop(s),"09:55
+ 1 day",21:15,12h 40m,No Meal Fare,"9,031"
659,Air Asia,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,22:35,07:35,15h 00m,No Meal Fare,"9,031"
660,Go First,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,17:50,11:20,6h 30m,No Meal Fare,"9,032"
661,Go First,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,21:25,11:20,10h 05m,No Meal Fare,"9,032"
662,Go First,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,22:55,11:20,11h 35m,No Meal Fare,"9,032"
663,Go First,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,23:50,11:20,12h 30m,Free Meal,"9,032"
664,Go First,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,"00:20
+ 1 day",11:20,13h 00m,Free Meal,"9,032"
665,Vistara,"Thu, 28 Oct 2021",Kochi,New Delhi,Non Stop,12:55,09:45,3h 10m,No Meal Fare,"9,034"
666,Vistara,"Thu, 28 Oct 2021",Kochi,New Delhi,Non Stop,22:40,19:30,3h 10m,No Meal Fare,"9,034"
667,IndiGo,"Thu, 28 Oct 2021",Kochi,New Delhi,Non Stop,10:15,07:00,3h 15m,No Meal Fare,"9,034"
668,IndiGo,"Thu, 28 Oct 2021",Kochi,New Delhi,Non Stop,18:00,14:45,3h 15m,No Meal Fare,"9,034"
669,IndiGo,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,15:15,09:50,5h 25m,No Meal Fare,"9,034"
670,IndiGo,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,"00:45
+ 1 day",18:45,6h 00m,No Meal Fare,"9,034"
671,IndiGo,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,23:35,17:15,6h 20m,No Meal Fare,"9,034"
672,IndiGo,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,18:05,11:40,6h 25m,No Meal Fare,"9,034"
673,IndiGo,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,21:40,15:05,6h 35m,No Meal Fare,"9,034"
674,IndiGo,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,"01:00
+ 1 day",18:20,6h 40m,No Meal Fare,"9,034"
675,IndiGo,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,"00:15
+ 1 day",17:30,6h 45m,No Meal Fare,"9,034"
676,IndiGo,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,13:20,06:30,6h 50m,No Meal Fare,"9,034"
677,IndiGo,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,20:50,13:55,6h 55m,No Meal Fare,"9,034"
678,IndiGo,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,12:40,05:30,7h 10m,No Meal Fare,"9,034"
679,IndiGo,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,16:35,09:00,7h 35m,No Meal Fare,"9,034"
680,IndiGo,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,22:40,15:05,7h 35m,No Meal Fare,"9,034"
681,IndiGo,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,21:55,13:55,8h 00m,No Meal Fare,"9,034"
682,IndiGo,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,23:10,13:55,9h 15m,No Meal Fare,"9,034"
683,IndiGo,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,21:00,11:40,9h 20m,Free Meal,"9,034"
684,IndiGo,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,15:55,06:30,9h 25m,No Meal Fare,"9,034"
685,IndiGo,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,19:15,09:35,9h 40m,No Meal Fare,"9,034"
686,IndiGo,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,"01:00
+ 1 day",15:05,9h 55m,No Meal Fare,"9,034"
687,IndiGo,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,19:10,09:00,10h 10m,No Meal Fare,"9,034"
688,IndiGo,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,20:00,09:50,10h 10m,No Meal Fare,"9,034"
689,IndiGo,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,"00:45
+ 1 day",13:55,10h 50m,No Meal Fare,"9,034"
690,Air Asia,"Thu, 28 Oct 2021",Kochi,New Delhi,Non Stop,"02:40
+ 1 day",23:35,3h 05m,No Meal Fare,"9,035"
691,Air Asia,"Thu, 28 Oct 2021",Kochi,New Delhi,Non Stop,12:00,08:50,3h 10m,No Meal Fare,"9,035"
692,Air Asia,"Thu, 28 Oct 2021",Kochi,New Delhi,3 Stop(s),"01:00
+ 1 day",07:35,17h 25m,No Meal Fare,"9,242"
693,Go First,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,"00:20
+ 1 day",19:35,4h 45m,No Meal Fare,"9,401"
694,Air India,"Thu, 28 Oct 2021",Kochi,New Delhi,Non Stop,21:10,18:00,3h 10m,No Meal Fare,"10,084"
695,IndiGo,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,17:20,09:10,8h 10m,No Meal Fare,"10,294"
696,IndiGo,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,17:20,06:40,10h 40m,Free Meal,"10,294"
697,IndiGo,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,15:40,09:10,6h 30m,Free Meal,"10,557"
698,IndiGo,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,15:40,06:40,9h 00m,Free Meal,"10,557"
699,IndiGo,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,12:30,06:40,5h 50m,No Meal Fare,"10,767"
700,IndiGo,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,"00:20
+ 1 day",17:15,7h 05m,Free Meal,"10,767"
701,Go First,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,"08:05
+ 1 day",19:35,12h 30m,Free Meal,"11,311"
702,Go First,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,"11:20
+ 1 day",19:35,15h 45m,Free Meal,"11,311"
703,IndiGo,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,22:45,17:30,5h 15m,Free Meal,"11,764"
704,IndiGo,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,19:40,11:40,8h 00m,No Meal Fare,"11,764"
705,IndiGo,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,17:00,06:30,10h 30m,Free Meal,"11,974"
706,Air India,"Thu, 28 Oct 2021",Kochi,New Delhi,2 Stop(s),"15:55
+ 1 day",20:10,19h 45m,Free Meal,"13,256"
707,Air India,"Thu, 28 Oct 2021",Kochi,New Delhi,2 Stop(s),"23:25
+ 1 day",20:10,27h 15m,--,"13,256"
708,Air India,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,"09:10
+ 1 day",20:10,13h 00m,--,"13,549"
709,Air India,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,"10:15
+ 1 day",20:10,14h 05m,--,"14,284"
710,Air India,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,"12:15
+ 1 day",20:10,16h 05m,--,"14,284"
711,Air India,"Thu, 28 Oct 2021",Kochi,New Delhi,2 Stop(s),"23:25
+ 1 day",20:10,27h 15m,--,"14,758"
712,Air India,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,"20:30
+ 1 day",20:10,24h 20m,--,"16,804"
713,Air India,"Thu, 28 Oct 2021",Kochi,New Delhi,2 Stop(s),"08:55
+ 1 day",15:30,17h 25m,--,"17,487"
714,Air India,"Thu, 28 Oct 2021",Kochi,New Delhi,2 Stop(s),"13:10
+ 1 day",15:30,21h 40m,--,"17,487"
715,Air India,"Thu, 28 Oct 2021",Kochi,New Delhi,2 Stop(s),"16:05
+ 1 day",15:30,24h 35m,--,"17,487"
716,Air India,"Thu, 28 Oct 2021",Kochi,New Delhi,2 Stop(s),"21:35
+ 1 day",20:10,25h 25m,--,"18,169"
717,Air India,"Thu, 28 Oct 2021",Kochi,New Delhi,3 Stop(s),"19:00
+ 1 day",20:10,22h 50m,--,"20,217"
718,Air India,"Thu, 28 Oct 2021",Kochi,New Delhi,1 Stop,"21:15
+ 1 day",20:10,25h 05m,--,"21,214"
719,Air Asia,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,07:00,02:35,4h 25m,No Meal Fare,"5,941"
720,Air Asia,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,20:55,13:05,7h 50m,No Meal Fare,"5,941"
721,Air Asia,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,21:55,13:05,8h 50m,No Meal Fare,"5,941"
722,Air Asia,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,22:20,13:05,9h 15m,No Meal Fare,"5,941"
723,Go First,"Tue, 2 Nov 2021",Mumbai,Kochi,Non Stop,07:10,05:10,2h 00m,No Meal Fare,"5,942"
724,Go First,"Tue, 2 Nov 2021",Mumbai,Kochi,Non Stop,19:25,17:15,2h 10m,No Meal Fare,"5,942"
725,Go First,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,13:15,07:30,5h 45m,No Meal Fare,"5,942"
726,Go First,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,20:45,14:35,6h 10m,No Meal Fare,"5,942"
727,Go First,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,23:15,14:35,8h 40m,No Meal Fare,"5,942"
728,Go First,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,"13:15
+ 1 day",22:40,14h 35m,No Meal Fare,"5,942"
729,Go First,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,20:45,06:05,14h 40m,No Meal Fare,"5,942"
730,IndiGo,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,10:55,06:55,4h 00m,No Meal Fare,"5,943"
731,IndiGo,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,09:35,04:35,5h 00m,No Meal Fare,"5,943"
732,IndiGo,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,13:35,08:30,5h 05m,No Meal Fare,"5,943"
733,IndiGo,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,23:40,18:30,5h 10m,No Meal Fare,"5,943"
734,IndiGo,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,22:35,17:10,5h 25m,No Meal Fare,"5,943"
735,IndiGo,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,07:00,01:15,5h 45m,No Meal Fare,"5,943"
736,IndiGo,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,22:10,16:25,5h 45m,No Meal Fare,"5,943"
737,IndiGo,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,13:35,07:45,5h 50m,No Meal Fare,"5,943"
738,IndiGo,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,13:10,07:15,5h 55m,No Meal Fare,"5,943"
739,IndiGo,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,10:55,04:50,6h 05m,No Meal Fare,"5,943"
740,IndiGo,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,20:50,14:20,6h 30m,No Meal Fare,"5,943"
741,IndiGo,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,23:40,17:10,6h 30m,No Meal Fare,"5,943"
742,IndiGo,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,13:35,06:55,6h 40m,No Meal Fare,"5,943"
743,IndiGo,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,22:10,15:15,6h 55m,No Meal Fare,"5,943"
744,IndiGo,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,23:40,16:20,7h 20m,No Meal Fare,"5,943"
745,IndiGo,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,18:40,10:30,8h 10m,No Meal Fare,"5,943"
746,IndiGo,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,22:35,14:20,8h 15m,No Meal Fare,"5,943"
747,IndiGo,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,13:10,04:35,8h 35m,No Meal Fare,"5,943"
748,IndiGo,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,13:35,04:50,8h 45m,No Meal Fare,"5,943"
749,IndiGo,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,"07:00
+ 1 day",22:15,8h 45m,No Meal Fare,"5,943"
750,IndiGo,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,10:55,01:15,9h 40m,No Meal Fare,"5,943"
751,IndiGo,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,"07:00
+ 1 day",20:30,10h 30m,No Meal Fare,"5,943"
752,IndiGo,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,"09:35
+ 1 day",23:05,10h 30m,No Meal Fare,"5,943"
753,IndiGo,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,23:40,12:45,10h 55m,No Meal Fare,"5,943"
754,IndiGo,"Tue, 2 Nov 2021",Mumbai,Kochi,Non Stop,21:05,19:10,1h 55m,Free Meal,"6,101"
755,Air India,"Tue, 2 Nov 2021",Mumbai,Kochi,Non Stop,19:15,17:10,2h 05m,No Meal Fare,"6,783"
756,Air India,"Tue, 2 Nov 2021",Mumbai,Kochi,2 Stop(s),"11:25
+ 1 day",16:45,18h 40m,No Meal Fare,"7,781"
757,IndiGo,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,13:20,06:35,6h 45m,No Meal Fare,"7,896"
758,IndiGo,"Tue, 2 Nov 2021",Mumbai,Kochi,Non Stop,13:10,11:15,1h 55m,No Meal Fare,"8,568"
759,Air Asia,"Tue, 2 Nov 2021",Mumbai,Kochi,2 Stop(s),22:20,07:55,14h 25m,Free Meal,"11,158"
760,Air India,"Tue, 2 Nov 2021",Mumbai,Kochi,4 Stop(s),"11:25
+ 1 day",15:25,20h 00m,Free Meal,"12,456"
761,Air India,"Tue, 2 Nov 2021",Mumbai,Kochi,3 Stop(s),"11:25
+ 1 day",10:00,25h 25m,Free Meal,"12,456"
762,Air India,"Tue, 2 Nov 2021",Mumbai,Kochi,3 Stop(s),"11:25
+ 1 day",08:00,27h 25m,No Meal Fare,"12,456"
763,Air India,"Tue, 2 Nov 2021",Mumbai,Kochi,3 Stop(s),"11:25
+ 1 day",07:00,28h 25m,Free Meal,"12,456"
764,Air India,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,17:40,08:00,9h 40m,No Meal Fare,"12,497"
765,Air India,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,17:40,07:00,10h 40m,Free Meal,"12,497"
766,Vistara,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,19:10,11:55,7h 15m,Free Meal,"13,271"
767,Vistara,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,19:10,07:30,11h 40m,Free Meal,"13,271"
768,Vistara,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,19:10,06:30,12h 40m,Free Meal,"13,271"
769,Vistara,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,"09:05
+ 1 day",18:30,14h 35m,Free Meal,"13,271"
770,Vistara,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,"09:05
+ 1 day",11:55,21h 10m,Free Meal,"13,271"
771,Vistara,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,"19:10
+ 1 day",18:30,24h 40m,Free Meal,"13,271"
772,Air India,"Tue, 2 Nov 2021",Mumbai,Kochi,3 Stop(s),"11:25
+ 1 day",16:00,19h 25m,Free Meal,"13,380"
773,Air India,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,17:40,10:00,7h 40m,Free Meal,"13,456"
774,Air India,"Tue, 2 Nov 2021",Mumbai,Kochi,2 Stop(s),"17:20
+ 1 day",15:25,25h 55m,Free Meal,"13,804"
775,Vistara,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,19:10,10:25,8h 45m,Free Meal,"13,985"
776,Vistara,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,"09:05
+ 1 day",22:45,10h 20m,Free Meal,"13,985"
777,Vistara,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,19:10,08:45,10h 25m,Free Meal,"13,985"
778,Vistara,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,"09:05
+ 1 day",21:55,11h 10m,Free Meal,"13,985"
779,Vistara,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,"09:05
+ 1 day",20:55,12h 10m,Free Meal,"13,985"
780,Vistara,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,19:10,06:00,13h 10m,Free Meal,"13,985"
781,Vistara,"Tue, 2 Nov 2021",Mumbai,Kochi,1 Stop,"09:05
+ 1 day",19:45,13h 20m,Free Meal,"13,985"
